BSE_SYMBOL,NSE_SYMBOL,COMPANY_NAME,ISIN
CONFIPET,CONFIPET,Confidence Petroleum India Limited,INE552D01024
 ,CONSOFINVT,Consolidated Finvest & Holdings Limited,INE025A01027
CONTROLPR,CONTROLPR,Control Print Limited,INE663B01015
CORALFINAC,CORALFINAC,Coral India Finance & Housing Limited,INE558D01021
CORDSCABLE,CORDSCABLE,Cords Cable Industries Limited,INE792I01017
COROMANDEL,COROMANDEL,Coromandel International Limited,INE169A01031
COSMOFIRST,COSMOFIRST,COSMO FIRST LIMITED,INE757A01017
COUNCODOS,COUNCODOS,Country Condo's Limited,INE695B01025
CPCAP,CPCAP,CP Capital Limited,INE521J01018
CPPLUS,CPPLUS,Aditya Infotech Limited,INE819V01029
CRAFTSMAN,CRAFTSMAN,Craftsman Automation Limited,INE00LO01017
 ,CREATIVE,Creative Newtech Limited,INE985W01018
CREATIVEYE,CREATIVEYE,Creative Eye Limited,INE230B01021
CREDITACC,CREDITACC,CREDITACCESS GRAMEEN LIMITED,INE741K01010
CREST,CREST,Crest Ventures Limited,INE559D01011
CRISIL,CRISIL,CRISIL Limited,INE007A01025
CRIZAC,CRIZAC,Crizac Limited,INE0S4R01014
CROMPTON,CROMPTON,Crompton Greaves Consumer Electricals Limited,INE299U01018
 ,CROWN,Crown Lifters Limited,INE491V01019
CSBBANK,CSBBANK,CSB Bank Limited,INE679A01013
CSLFINANCE,CSLFINANCE,CSL Finance Limited,INE718F01018
CTE,CTE,Cambridge Technology Enterprises Limited,INE627H01017
CUB,CUB,City Union Bank Limited,INE491A01021
CUBEXTUB,CUBEXTUB,Cubex Tubings Limited,INE144D01012
CUMMINSIND,CUMMINSIND,Cummins India Limited,INE298A01020
CUPID,CUPID,Cupid Limited,INE509F01029
CURAA,CURAA,Cura Technologies Limited,INE117B01020
CYBERMEDIA,CYBERMEDIA,Cyber Media (India) Limited,INE278G01037
CYBERTECH,CYBERTECH,Cybertech Systems And Software Limited,INE214A01019
CYIENT,CYIENT,Cyient Limited,INE136B01020
CYIENTDLM,CYIENTDLM,Cyient DLM Limited,INE055S01018
DABUR,DABUR,Dabur India Limited,INE016A01026
DALBHARAT,DALBHARAT,Dalmia Bharat Limited,INE00R701025
DALMIASUG,DALMIASUG,Dalmia Bharat Sugar and Industries Limited,INE495A01022
DAMCAPITAL,DAMCAPITAL,Dam Capital Advisors Limited,INE284H01025
DAMODARIND,DAMODARIND,Damodar Industries Limited,INE497D01022
 ,DANGEE,Dangee Dums Limited,INE688Y01022
DATAMATICS,DATAMATICS,Datamatics Global Services Limited,INE365B01017
DATAPATTNS,DATAPATTNS,Data Patterns (India) Limited,INE0IX101010
DAVANGERE,DAVANGERE,Davangere Sugar Company Limited,INE179G01029
DBCORP,DBCORP,D.B.Corp Limited,INE950I01011
DBEIL,DBEIL,Deepak Builders & Engineers India Limited,INE0OPA01019
DBL,DBL,Dilip Buildcon Limited,INE917M01012
DBOL,DBOL,Dhampur Bio Organics Limited,INE0I3401014
DBREALTY,DBREALTY,Valor Estate Limited,INE879I01012
DBSTOCKBRO,DBSTOCKBRO,DB (International) Stock Brokers Limited,INE921B01025
DCAL,DCAL,Dishman Carbogen Amcis Limited,INE385W01011
DCBBANK,DCBBANK,DCB Bank Limited,INE503A01015
DCI,DCI,Dc Infotech And Communication Limited,INE0A1101019
DCM,DCM,DCM  Limited,INE498A01018
DCMFINSERV,DCMFINSERV,DCM Financial Services Limited,INE891B01012
DCMNVL,DCMNVL,DCM Nouvelle Limited,INE08KP01019
DCMSHRIRAM,DCMSHRIRAM,DCM Shriram Limited,INE499A01024
DCMSRIND,DCMSRIND,DCM Shriram Industries Limited,INE843D01027
DCW,DCW,DCW Limited,INE500A01029
DCXINDIA,DCXINDIA,DCX Systems Limited,INE0KL801015
DDEVPLSTIK,DDEVPLSTIK,Ddev Plastiks Industries Limited,INE0HR601026
DECCANCE,DECCANCE,Deccan Cements Limited,INE583C01021
DEEDEV,DEEDEV,DEE Development Engineers Limited,INE841L01016
DEEPAKFERT,DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,INE501A01019
DEEPAKNTR,DEEPAKNTR,Deepak Nitrite Limited,INE288B01029
DEEPINDS,DEEPINDS,Deep Industries Limited,INE0FHS01024
DELHIVERY,DELHIVERY,Delhivery Limited,INE148O01028
DELPHIFX,DELPHIFX,DELPHI WORLD MONEY LIMITED,INE726L01019
DELTACORP,DELTACORP,Delta Corp Limited,INE124G01033
DELTAMAGNT,DELTAMAGNT,Delta Manufacturing Limited,INE393A01011
DEN,DEN,Den Networks Limited,INE947J01015
DENORA,DENORA,De Nora India Limited,INE244A01016
DENTA,DENTA,Denta Water and Infra Solutions Limited,INE0R4L01018
DEVIT,DEVIT,Dev Information Technology Limited,INE060X01026
DEVYANI,DEVYANI,Devyani International Limited,INE872J01023
DGCONTENT,DGCONTENT,Digicontent Limited,INE03JI01017
DHAMPURSUG,DHAMPURSUG,Dhampur Sugar Mills Limited,INE041A01016
DHANBANK,DHANBANK,Dhanlaxmi Bank Limited,INE680A01011
DHANI,DHANI,Dhani Services Limited,INE274G01010
DHANUKA,DHANUKA,Dhanuka Agritech Limited,INE435G01025
DHARAN,DHARAN,DHARAN INFRA-EPC LIMITED,INE278R01034
DHARMAJ,DHARMAJ,Dharmaj Crop Guard Limited,INE00OQ01016
DHRUV,DHRUV,Dhruv Consultancy Services Limited,INE506Z01015
DHUNINV,DHUNINV,Dhunseri Investments Limited,INE320L01011
DIACABS,DIACABS,Diamond Power Infrastructure Limited,INE989C01038
DIAMINESQ,DIAMINESQ,Diamines & Chemicals Limited,INE591D01014
DIAMONDYD,DIAMONDYD,Prataap Snacks Limited,INE393P01035
DICIND,DICIND,DIC India Limited,INE303A01010
DIFFNKG,DIFFNKG,Diffusion Engineers Limited,INE184O01015
DIGIDRIVE,DIGIDRIVE,Digidrive Distributors Limited,INE0PSC01024
DIGISPICE,DIGISPICE,DiGiSPICE Technologies Limited,INE927C01020
DIGITIDE,DIGITIDE,Digitide Solutions Limited,INE0U4701011
DIGJAMLMTD,DIGJAMLMTD,Digjam Limited,INE731U01028
 ,DIL,Debock Industries Limited,INE411Y01011
DISHTV,DISHTV,Dish TV India Limited,INE836F01026
DIVGIITTS,DIVGIITTS,Divgi Torqtransfer Systems Limited,INE753U01022
DIVISLAB,DIVISLAB,Divi's Laboratories Limited,INE361B01024
DIXON,DIXON,Dixon Technologies (India) Limited,INE935N01020
DJML,DJML,DJ Mediaprint & Logistics Limited,INE0B1K01014
DLF,DLF,DLF Limited,INE271C01023
DLINKINDIA,DLINKINDIA,D-Link (India) Limited,INE250K01012
DMART,DMART,Avenue Supermarts Limited,INE192R01011
DMCC,DMCC,DMCC SPECIALITY CHEMICALS LIMITED,INE505A01010
DNAMEDIA,DNAMEDIA,Diligent Media Corporation Limited,INE016M01021
DODLA,DODLA,Dodla Dairy Limited,INE021O01019
DOLATALGO,DOLATALGO,Dolat Algotech Limited,INE966A01022
DOLLAR,DOLLAR,Dollar Industries Limited,INE325C01035
DOLPHIN,DOLPHIN,Dolphin Offshore Enterprises (India) Limited,INE920A01037
DOMS,DOMS,DOMS Industries Limited,INE321T01012
DONEAR,DONEAR,Donear Industries Limited,INE668D01028
DPABHUSHAN,DPABHUSHAN,D. P. Abhushan Limited,INE266Y01019
 ,DPSCLTD,DPSC Limited,INE360C01024
DPWIRES,DPWIRES,D P Wires Limited,INE864X01013
DRCSYSTEMS,DRCSYSTEMS,DRC Systems India Limited,INE03RS01027
DREAMFOLKS,DREAMFOLKS,Dreamfolks Services Limited,INE0JS101016
DREDGECORP,DREDGECORP,Dredging Corporation of India Limited,INE506A01018
DRREDDY,DRREDDY,Dr. Reddy's Laboratories Limited,INE089A01031
DSSL,DSSL,Dynacons Systems & Solutions Limited,INE417B01040
DTIL,DTIL,Dhunseri Tea & Industries Limited,INE341R01014
DUCON,DUCON,Ducon Infratechnologies Limited,INE741L01018
DVL,DVL,Dhunseri Ventures Limited,INE477B01010
DWARKESH,DWARKESH,Dwarikesh Sugar Industries Limited,INE366A01041
DYCL,DYCL,Dynamic Cables Limited,INE600Y01019
DYNAMATECH,DYNAMATECH,Dynamatic Technologies Limited,INE221B01012
DYNPRO,DYNPRO,Dynemic Products Limited,INE256H01015
 ,E2E,E2E Networks Limited,INE255Z01019
EASEMYTRIP,EASEMYTRIP,Easy Trip Planners Limited,INE07O001026
EBGNG,EBGNG,GNG Electronics Limited,INE18JU01028
ECLERX,ECLERX,eClerx Services Limited,INE738I01010
ECOSMOBLTY,ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,INE06HJ01020
EDELWEISS,EDELWEISS,Edelweiss Financial Services Limited,INE532F01054
EICHERMOT,EICHERMOT,Eicher Motors Limited,INE066A01021
EIDPARRY,EIDPARRY,EID Parry India Limited,INE126A01031
EIEL,EIEL,Enviro Infra Engineers Limited,INE0LLY01014
 ,EIFFL,Euro India Fresh Foods Limited,INE546V01010
EIHAHOTELS,EIHAHOTELS,EIH Associated Hotels Limited,INE276C01014
EIHOTEL,EIHOTEL,EIH Limited,INE230A01023
EIMCOELECO,EIMCOELECO,Eimco Elecon (India) Limited,INE158B01016
EKC,EKC,Everest Kanto Cylinder Limited,INE184H01027
ELDEHSG,ELDEHSG,Eldeco Housing And Industries Limited,INE668G01021
ELECON,ELECON,Elecon Engineering Company Limited,INE205B01031
ELECTCAST,ELECTCAST,Electrosteel Castings Limited,INE086A01029
ELECTHERM,ELECTHERM,Electrotherm (India) Limited,INE822G01016
ELGIEQUIP,ELGIEQUIP,Elgi Equipments Limited,INE285A01027
 ,ELGIRUBCO,Elgi Rubber Company Limited,INE819L01012
ELIN,ELIN,Elin Electronics Limited,INE050401020
ELLEN,ELLEN,Ellenbarrie Industrial Gases Limited,INE236E01022
EMAMILTD,EMAMILTD,Emami Limited,INE548C01032
EMAMIPAP,EMAMIPAP,Emami Paper Mills Limited,INE830C01026
EMAMIREAL,EMAMIREAL,Emami Realty Limited,INE778K01012
EMBDL,EMBDL,Embassy Developments Limited,INE069I01010
EMCURE,EMCURE,Emcure Pharmaceuticals Limited,INE168P01015
EMIL,EMIL,Electronics Mart India Limited,INE02YR01019
EMKAY,EMKAY,Emkay Global Financial Services Limited,INE296H01011
EMMBI,EMMBI,Emmbi Industries Limited,INE753K01015
EMSLIMITED,EMSLIMITED,EMS Limited,INE0OV601013
EMUDHRA,EMUDHRA,eMudhra Limited,INE01QM01018
ENDURANCE,ENDURANCE,Endurance Technologies Limited,INE913H01037
ENERGYDEV,ENERGYDEV,Energy Development Company Limited,INE306C01019
ENGINERSIN,ENGINERSIN,Engineers India Limited,INE510A01028
ENIL,ENIL,Entertainment Network (India) Limited,INE265F01028
ENRIN,ENRIN,Siemens Energy India Limited,INE1NPP01017
ENTERO,ENTERO,Entero Healthcare Solutions Limited,INE010601016
EPACK,EPACK,EPACK Durable Limited,INE0G5901015
EPIGRAL,EPIGRAL,Epigral Limited,INE071N01016
EPL,EPL,EPL Limited,INE255A01020
EQUIPPP,EQUIPPP,Equippp Social Impact Technologies Limited,INE217G01035
EQUITASBNK,EQUITASBNK,Equitas Small Finance Bank Limited,INE063P01018
ERIS,ERIS,Eris Lifesciences Limited,INE406M01024
ESABINDIA,ESABINDIA,Esab India Limited,INE284A01012
ESAFSFB,ESAFSFB,ESAF Small Finance Bank Limited,INE818W01011
ESCORTS,ESCORTS,Escorts Kubota Limited,INE042A01014
ESSARSHPNG,ESSARSHPNG,Essar Shipping Limited,INE122M01019
ESSENTIA,ESSENTIA,Integra Essentia Limited,INE418N01035
ESTER,ESTER,Ester Industries Limited,INE778B01029
ETERNAL,ETERNAL,ETERNAL LIMITED,INE758T01015
ETHOSLTD,ETHOSLTD,Ethos Limited,INE04TZ01018
EUREKAFORB,EUREKAFORB,Eureka Forbes Limited,INE0KCE01017
EUROBOND,EUROBOND,Euro Panel Products Limited,INE505V01016
EUROTEXIND,EUROTEXIND,Eurotex Industries and Exports Limited,INE022C01012
EVEREADY,EVEREADY,Eveready Industries India Limited,INE128A01029
EVERESTIND,EVERESTIND,Everest Industries Limited,INE295A01018
EXCEL,EXCEL,Excel Realty N Infra Limited,INE688J01023
EXCELINDUS,EXCELINDUS,Excel Industries Limited,INE369A01029
EXICOM,EXICOM,Exicom Tele-Systems Limited,INE777F01014
EXIDEIND,EXIDEIND,Exide Industries Limited,INE302A01020
EXPLEOSOL,EXPLEOSOL,Expleo Solutions Limited,INE201K01015
EXXARO,EXXARO,Exxaro Tiles Limited,INE0GFE01026
FACT,FACT,Fertilizers and Chemicals Travancore Limited,INE188A01015
FAIRCHEMOR,FAIRCHEMOR,Fairchem Organics Limited,INE0DNW01011
FAZE3Q,FAZE3Q,Faze Three Limited,INE963C01033
FCL,FCL,Fineotex Chemical Limited,INE045J01026
FCSSOFT,FCSSOFT,FCS Software Solutions Limited,INE512B01022
FDC,FDC,FDC Limited,INE258B01022
FEDERALBNK,FEDERALBNK,The Federal Bank  Limited,INE171A01029
FEDFINA,FEDFINA,Fedbank Financial Services Limited,INE007N01010
FEL,FEL,Future Enterprises Limited,INE623B01027
FELDVR,FELDVR,Future Enterprises Limited,IN9623B01058
FIBERWEB,FIBERWEB,Fiberweb (India) Limited,INE296C01020
FIEMIND,FIEMIND,Fiem Industries Limited,INE737H01014
FILATEX,FILATEX,Filatex India Limited,INE816B01035
FILATFASH,FILATFASH,Filatex Fashions Limited,INE185E01021
FINCABLES,FINCABLES,Finolex Cables Limited,INE235A01022
FINEORG,FINEORG,Fine Organic Industries Limited,INE686Y01026
FINOPB,FINOPB,Fino Payments Bank Limited,INE02NC01014
FINPIPE,FINPIPE,Finolex Industries Limited,INE183A01024
FIRSTCRY,FIRSTCRY,Brainbees Solutions Limited,INE02RE01045
FISCHER,FISCHER,Fischer Medical Ventures Limited,INE771F01025
FIVESTAR,FIVESTAR,Five-Star Business Finance Limited,INE128S01021
FLAIR,FLAIR,Flair Writing Industries Limited,INE00Y201027
FLEXITUFF,FLEXITUFF,Flexituff Ventures International Limited,INE060J01017
FLUOROCHEM,FLUOROCHEM,Gujarat Fluorochemicals Limited,INE09N301011
FMGOETZE,FMGOETZE,Federal-Mogul Goetze (India) Limited.,INE529A01010
FMNL,FMNL,Future Market Networks Limited,INE360L01017
 ,FOCUS,Focus Lighting and Fixtures Limited,INE593W01028
FOODSIN,FOODSIN,Foods & Inns Limited,INE976E01023
FORCEMOT,FORCEMOT,FORCE MOTORS LTD,INE451A01017
FORTIS,FORTIS,Fortis Healthcare Limited,INE061F01013
FOSECOIND,FOSECOIND,Foseco India Limited,INE519A01011
FSL,FSL,Firstsource Solutions Limited,INE684F01012
FUSION,FUSION,Fusion Finance Limited,INE139R01012
GABRIEL,GABRIEL,Gabriel India Limited,INE524A01029
GAEL,GAEL,Gujarat Ambuja Exports Limited,INE036B01030
GAIL,GAIL,GAIL (India) Limited,INE129A01019
GALAPREC,GALAPREC,Gala Precision Engineering Limited,INE0RE001014
GALAXYSURF,GALAXYSURF,Galaxy Surfactants Limited,INE600K01018
GALLANTT,GALLANTT,Gallantt Ispat Limited,INE297H01019
GANDHAR,GANDHAR,Gandhar Oil Refinery (India) Limited,INE717W01049
GANDHITUBE,GANDHITUBE,Gandhi Special Tubes Limited,INE524B01027
GANECOS,GANECOS,Ganesha Ecosphere Limited,INE845D01014
GANESHBE,GANESHBE,Ganesh Benzoplast Limited,INE388A01029
GANESHHOUC,GANESHHOUC,Ganesh Housing Corporation Limited,INE460C01014
 ,GANGAFORGE,Ganga Forging Limited,INE691Z01023
GANGESSECU,GANGESSECU,Ganges Securities Limited,INE335W01016
GARFIBRES,GARFIBRES,Garware Technical Fibres Limited,INE276A01018
GARUDA,GARUDA,Garuda Construction and Engineering Limited,INE0JVO01026
GATECH,GATECH,GACM Technologies Limited,INE224E01028
GATECHDVR,GATECHDVR,GACM Technologies Limited,INE224E01036
GATEWAY,GATEWAY,Gateway Distriparks Limited,INE079J01017
GAYAHWS,GAYAHWS,Gayatri Highways Limited,INE287Z01012
GAYAPROJ,GAYAPROJ,Gayatri Projects Limited,INE336H01023
GEECEE,GEECEE,GeeCee Ventures Limited,INE916G01016
 ,GEEKAYWIRE,Geekay Wires Limited,INE669X01024
GENCON,GENCON,Generic Engineering Construction and Projects Limited,INE854S01022
GENESYS,GENESYS,Genesys International Corporation Limited,INE727B01026
GENUSPAPER,GENUSPAPER,Genus Paper & Boards Limited,INE949P01018
GENUSPOWER,GENUSPOWER,Genus Power Infrastructures Limited,INE955D01029
GEOJITFSL,GEOJITFSL,Geojit Financial Services Limited,INE007B01023
GEPIL,GEPIL,GE Power India Limited,INE878A01011
GESHIP,GESHIP,The Great Eastern Shipping Company Limited,INE017A01032
GFLLIMITED,GFLLIMITED,GFL Limited,INE538A01037
GHCL,GHCL,GHCL Limited,INE539A01019
GHCLTEXTIL,GHCLTEXTIL,GHCL Textiles Limited,INE0PA801013
GICHSGFIN,GICHSGFIN,GIC Housing Finance Limited,INE289B01019
GICRE,GICRE,General Insurance Corporation of India,INE481Y01014
GILLANDERS,GILLANDERS,Gillanders Arbuthnot & Company Limited,INE047B01011
GILLETTE,GILLETTE,Gillette India Limited,INE322A01010
GINNIFILA,GINNIFILA,Ginni Filaments Limited,INE424C01010
GIPCL,GIPCL,Gujarat Industries Power Company Limited,INE162A01010
 ,GKWLIMITED,GKW Limited,INE528A01020
GLAND,GLAND,Gland Pharma Limited,INE068V01023
GLAXO,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016
GLENMARK,GLENMARK,Glenmark Pharmaceuticals Limited,INE935A01035
GLFL,GLFL,Gujarat Lease Financing Limited,INE540A01017
 ,GLOBAL,Global Education Limited,INE291W01037
GLOBALE,GLOBALE,Globale Tessile Limited,INE0URU01010
GLOBALVECT,GLOBALVECT,Global Vectra Helicorp Limited,INE792H01019
 ,GLOBE,Globe Textiles (India) Limited,INE581X01021
GLOBECIVIL,GLOBECIVIL,Globe Civil Projects Limited,INE0V3U01015
GLOBUSSPR,GLOBUSSPR,Globus Spirits Limited,INE615I01010
GLOSTERLTD,GLOSTERLTD,Gloster Limited,INE350Z01018
GMBREW,GMBREW,GM Breweries Limited,INE075D01018
GMDCLTD,GMDCLTD,Gujarat Mineral Development Corporation Limited,INE131A01031
GMMPFAUDLR,GMMPFAUDLR,GMM Pfaudler Limited,INE541A01023
GMRAIRPORT,GMRAIRPORT,GMR AIRPORTS LIMITED,INE776C01039
GMRP&UI,GMRP&UI,GMR Power and Urban Infra Limited,INE0CU601026
GNA,GNA,GNA Axles Limited,INE934S01014
GNFC,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013
GOACARBON,GOACARBON,Goa Carbon Limited,INE426D01013
GOCLCORP,GOCLCORP,GOCL Corporation Limited,INE077F01035
GOCOLORS,GOCOLORS,Go Fashion (India) Limited,INE0BJS01011
GODAVARIB,GODAVARIB,Godavari Biorefineries Limited,INE497S01012
GODFRYPHLP,GODFRYPHLP,Godfrey Phillips India Limited,INE260B01028
 ,GODHA,Godha Cabcon & Insulation Limited,INE925Y01036
GODIGIT,GODIGIT,Go Digit General Insurance Limited,INE03JT01014
GODREJAGRO,GODREJAGRO,Godrej Agrovet Limited,INE850D01014
GODREJCP,GODREJCP,Godrej Consumer Products Limited,INE102D01028
GODREJIND,GODREJIND,Godrej Industries Limited,INE233A01035
GODREJPROP,GODREJPROP,Godrej Properties Limited,INE484J01027
GOENKA,GOENKA,Goenka Diamond and Jewels Limited,INE516K01024
GOKEX,GOKEX,Gokaldas Exports Limited,INE887G01027
GOKUL,GOKUL,Gokul Refoils and Solvent Limited,INE020J01029
GOKULAGRO,GOKULAGRO,Gokul Agro Resources Limited,INE314T01025
GOLDENTOBC,GOLDENTOBC,Golden Tobacco Limited,INE973A01010
GOLDIAM,GOLDIAM,Goldiam International Limited,INE025B01025
GOLDTECH,GOLDTECH,AION-TECH SOLUTIONS LIMITED,INE805A01014
GOODLUCK,GOODLUCK,Goodluck India Limited,INE127I01024
GOPAL,GOPAL,Gopal Snacks Limited,INE0L9R01028
GOYALALUM,GOYALALUM,Goyal Aluminiums Limited,INE705X01026
GPIL,GPIL,Godawari Power And Ispat limited,INE177H01039
GPPL,GPPL,Gujarat Pipavav Port Limited,INE517F01014
GPTHEALTH,GPTHEALTH,GPT Healthcare Limited,INE486R01017
GPTINFRA,GPTINFRA,GPT Infraprojects Limited,INE390G01014
GRANULES,GRANULES,Granules India Limited,INE101D01020
GRAPHITE,GRAPHITE,Graphite India Limited,INE371A01025
GRASIM,GRASIM,Grasim Industries Limited,INE047A01021
GRAVITA,GRAVITA,Gravita India Limited,INE024L01027
GREAVESCOT,GREAVESCOT,Greaves Cotton Limited,INE224A01026
GREENLAM,GREENLAM,Greenlam Industries Limited,INE544R01021
GREENPANEL,GREENPANEL,Greenpanel Industries Limited,INE08ZM01014
GREENPLY,GREENPLY,Greenply Industries Limited,INE461C01038
GREENPOWER,GREENPOWER,Orient Green Power Company Limited,INE999K01014
GRINDWELL,GRINDWELL,Grindwell Norton Limited,INE536A01023
GRINFRA,GRINFRA,G R Infraprojects Limited,INE201P01022
GRMOVER,GRMOVER,GRM Overseas Limited,INE192H01020
 ,GROBTEA,The Grob Tea Company Limited,INE646C01018
GRPLTD,GRPLTD,GRP Limited,INE137I01015
GRSE,GRSE,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011
GRWRHITECH,GRWRHITECH,Garware Hi-Tech Films Limited,INE291A01017
GSFC,GSFC,Gujarat State Fertilizers & Chemicals Limited,INE026A01025
GSLSU,GSLSU,Global Surfaces Limited,INE0JSX01015
GSPL,GSPL,Gujarat State Petronet Limited,INE246F01010
GSS,GSS,GSS Infotech Limited,INE871H01011
 ,GTECJAINX,G-TEC JAINX EDUCATION LIMITED,INE586X01012
GTL,GTL,GTL Limited,INE043A01012
GTLINFRA,GTLINFRA,GTL Infrastructure Limited,INE221H01019
GTPL,GTPL,GTPL Hathway Limited,INE869I01013
GUFICBIO,GUFICBIO,Gufic Biosciences Limited,INE742B01025
GUJALKALI,GUJALKALI,Gujarat Alkalies and Chemicals Limited,INE186A01019
GUJAPOLLO,GUJAPOLLO,Gujarat Apollo Industries Limited,INE826C01016
GUJGASLTD,GUJGASLTD,Gujarat Gas Limited,INE844O01030
GUJRAFFIA,GUJRAFFIA,Gujarat Raffia Industries Limited,INE610B01024
GUJTHEM,GUJTHEM,Gujarat Themis Biosyn Limited,INE942C01045
GULFOILLUB,GULFOILLUB,Gulf Oil Lubricants India Limited,INE635Q01029
GULFPETRO,GULFPETRO,GP Petroleums Limited,INE586G01017
GULPOLY,GULPOLY,Gulshan Polyols Limited,INE255D01024
GVKPIL,GVKPIL,GVK Power & Infrastructure Limited,INE251H01024
 ,GVPTECH,GVP Infotech Limited,INE382T01030
GVTD,GVT&D,GE Vernova T&D India Limited,INE200A01026
HAL,HAL,Hindustan Aeronautics Limited,INE066F01020
HAPPSTMNDS,HAPPSTMNDS,Happiest Minds Technologies Limited,INE419U01012
HAPPYFORGE,HAPPYFORGE,Happy Forgings Limited,INE330T01021
HARDWYN,HARDWYN,Hardwyn India Limited,INE626Z01029
HARIOMPIPE,HARIOMPIPE,Hariom Pipe Industries Limited,INE00EV01017
HARRMALAYA,HARRMALAYA,Harrisons  Malayalam Limited,INE544A01019
HARSHA,HARSHA,Harsha Engineers International Limited,INE0JUS01029
HATHWAY,HATHWAY,Hathway Cable & Datacom Limited,INE982F01036
HATSUN,HATSUN,Hatsun Agro Product Limited,INE473B01035
HAVELLS,HAVELLS,Havells India Limited,INE176B01034
HAVISHA,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,INE293B01029
HBLENGINE,HBLENGINE,HBL Engineering Limited,INE292B01021
HBSL,HBSL,HB Stockholdings Limited,INE550B01022
HCC,HCC,Hindustan Construction Company Limited,INE549A01026
HCG,HCG,Healthcare Global Enterprises Limited,INE075I01017
HCL-INSYS,HCL-INSYS,HCL Infosystems Limited,INE236A01020
HCLTECH,HCLTECH,HCL Technologies Limited,INE860A01027
HDBFS,HDBFS,HDB Financial Services Limited,INE756I01012
HDFCAMC,HDFCAMC,HDFC Asset Management Company Limited,INE127D01025
HDFCBANK,HDFCBANK,HDFC Bank Limited,INE040A01034
HDFCLIFE,HDFCLIFE,HDFC Life Insurance Company Limited,INE795G01014
HDIL,HDIL,Housing Development and Infrastructure Limited,INE191I01012
HEADSUP,HEADSUP,Heads UP Ventures Limited,INE759V01019
 ,HECPROJECT,HEC Infra Projects Limited,INE558R01013
HEG,HEG,HEG Limited,INE545A01024
HEIDELBERG,HEIDELBERG,HeidelbergCement India Limited,INE578A01017
HEMIPROP,HEMIPROP,Hemisphere Properties India Limited,INE0AJG01018
HERANBA,HERANBA,Heranba Industries Limited,INE694N01015
HERCULES,HERCULES,Hercules Hoists Limited,INE688E01024
HERITGFOOD,HERITGFOOD,Heritage Foods Limited,INE978A01027
HEROMOTOCO,HEROMOTOCO,Hero MotoCorp Limited,INE158A01026
HESTERBIO,HESTERBIO,Hester Biosciences Limited,INE782E01017
HEUBACHIND,HEUBACHIND,Heubach Colorants India Limited,INE492A01029
HEXATRADEX,HEXATRADEX,Hexa Tradex Limited,INE750M01017
HEXT,HEXT,Hexaware Technologies Limited,INE093A01041
HFCL,HFCL,HFCL Limited,INE548A01028
HGINFRA,HGINFRA,H.G. Infra Engineering Limited,INE926X01010
HGS,HGS,Hinduja Global Solutions Limited,INE170I01016
HIKAL,HIKAL,Hikal Limited,INE475B01022
 ,HILINFRA,Highway Infrastructure Limited,INE00RL01028
HILTON,HILTON,Hilton Metal Forging Limited,INE788H01017
HIMATSEIDE,HIMATSEIDE,Himatsingka Seide Limited,INE049A01027
HINDALCO,HINDALCO,Hindalco Industries Limited,INE038A01020
HINDCOMPOS,HINDCOMPOS,Hindustan Composites Limited,INE310C01029
 ,HINDCON,Hindcon Chemicals Limited,INE642Y01029
HINDCOPPER,HINDCOPPER,Hindustan Copper Limited,INE531E01026
HINDMOTORS,HINDMOTORS,Hindustan Motors Limited,INE253A01025
HINDNATGLS,HINDNATGLS,Hindusthan National Glass & Industries Limited,INE952A01022
HINDOILEXP,HINDOILEXP,Hindustan Oil Exploration Company Limited,INE345A01011
HINDPETRO,HINDPETRO,Hindustan Petroleum Corporation Limited,INE094A01015
HINDUNILVR,HINDUNILVR,Hindustan Unilever Limited,INE030A01027
HINDWAREAP,HINDWAREAP,Hindware Home Innovation Limited,INE05AN01011
HINDZINC,HINDZINC,Hindustan Zinc Limited,INE267A01025
HIRECT,HIRECT,Hind Rectifiers Limited,INE835D01023
HISARMETAL,HISARMETAL,Hisar Metal Industries Limited,INE598C01011
